zkratka,katedra,rok,nazev,nazevDlouhy,maVyuku,vyukaZS,vyukaLS,jakCastoJeNabizen,jakCastoJeNabizenUpresneni,kreditu,viceZapis,minObsazeni,garanti,garantiSPodily,garantiUcitIdno,prednasejici,prednasejiciSPodily,prednasejiciUcitIdno,cvicici,cviciciSPodily,cviciciUcitIdno,seminarici,seminariciSPodily,seminariciUcitIdno,schvalujiciUznani,schvalujiciUznaniUcitIdno,examinatori,examinatoriUcitIdno,podminujiciPredmety,vylucujiciPredmety,podminujePredmety,literatura,nahrazPredmety,metodyVyucovaci,metodyHodnotici,akreditovan,jednotekPrednasek,jednotkaPrednasky,jednotekCviceni,jednotkaCviceni,jednotekSeminare,jednotkaSeminare,anotace,typZkousky,maZapocetPredZk,formaZkousky,pozadavky,prehledLatky,predpoklady,ziskaneZpusobilosti,casovaNarocnost,predmetUrl,vyucovaciJazyky,poznamka,ectsZobrazit,ectsAkreditace,ectsNabizetUPrijezdu,poznamkaVerejna,skupinaAkreditace,skupinaAkreditaceKey,zarazenDoPrezencnihoStudia,zarazenDoKombinovanehoStudia,studijniOpory,praxePocetDnu,urovenNastavena,urovenVypoctena,automatickyUznavatZppZk,hodZaSemKombForma,semestr,pocetStudentu,aMax,bMax,cMax,aSkut,bSkut,cSkut
XNME,KI,2024,Numerical Methods,Numerical Methods,A,A,N,K,"",4,NO,"","'doc. Ing. Mgr. Jiří Barilla, CSc.'","'doc. Ing. Mgr. Jiří Barilla, CSc.'",449,"'doc. Ing. Mgr. Jiří Barilla, CSc.', 'RNDr. Petr Kubera, Ph.D.', 'RNDr. Jiří Škvor, Ph.D.'","'doc. Ing. Mgr. Jiří Barilla, CSc.' (100), 'RNDr. Petr Kubera, Ph.D.' (100), 'RNDr. Jiří Škvor, Ph.D.' (100)","449, 650, 2220","'RNDr. Petr Kubera, Ph.D.', 'Mgr. Květuše Sýkorová', 'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Petr Kubera, Ph.D.' (100), 'Mgr. Květuše Sýkorová' (100), 'RNDr. Jiří Škvor, Ph.D.' (100)","650, 835, 2220","","","","","","","","KMA/P136, KMA/P210","","","'Felcman J. Numerické metody, učební text k přednášce, 2004. ',
'Segethová, J. Základy numerické matematiky, Karolinum, Praha, 2002. ',
'Ueberhuber, W. Numerical Computation 1, 2: Methods, Software, and Analysis. Springer, Berlin. ',
'Quarteroni, A., Sacco, R., and Saleri, F. Numerical Mathematics (2ndedn), Volume 37 of Texts in Applied Mathematics. Springer, Berlin. ISBN 0-387-98959-5. '","","","",N,2,HOD/TYD,2,HOD/TYD,0,HOD/TYD,Introduction to numerical mathematics for students of computer science.,Pre-Exam Credit,NO,Combined,"Požadavky pro udělení zápočtu
- aktivní účast na seminářích (povoleny jsou nejvýše 3 absence)
- prezentace řešení vybraných úloh ve vhodném programovacím jazyce a jejich vysvětlení
- prokázání teoretických znalostí a schopnosti popisu, rozboru a odvození vybraných algoritmů (v rámci přezkoušení v časovém rozsahu zhruba 30 minut)","1.	Function approximation, Lagrange interpolation
2.	Definition of spline function, interpolation via spline-construction, derivation
3.	Numerical quadrature, Newton-Cotes rules
4.	Romberg's quadrature method, Gaussian quadrature rules
5.	Method for nonlinear equations, Newton's (Newton-Rhapson) method 
6.	Fixed point method, root finding for polynoms, Horner scheme
7.	System of linear equation, conditional number, Gaussian elimination
8.	LU factorization, Cholesky and QR factorization
9.	Basic iterative methods for the solution of linear algebraic equations
10.	Eigenvalues of matrix, power method
11.	Numerical solution of ODE, one step methods, Runge-Kutta methods
12.	Gradient methods","","","","",Czech,"",A,N,N,"","","",A,N,"",0,"",Bc.,A,"",ZS,0,"","","",0,0,0
ZEM,KI,2024,Fundamentals of Economics and Management,Fundamentals of Economics and Management,A,A,N,K,"",4,NO,"","'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.' (100)",2220,"'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.' (100)",2220,"","","","'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.' (100)",2220,"","","","","","","","'KRAFT, Jiří, Pavla BEDNÁŘOVÁ a Aleš KOCOUREK. Ekonomie I. Technická univerzita v Liberci, 2013. ISBN 978-80-7372-998-1.',
'HOLMAN, Robert. Ekonomie. 5. vyd. Praha: C.H.Beck, 2011. ISBN 978-80-7400-006-5.'",KI/P106,"","",N,2,HOD/TYD,0,HOD/TYD,1,HOD/TYD,"In basic economics course for non-economic disciplines, students learn the basic concepts, approaches and paradigms of mainstream economics as well as marginally of behavioral economics with the main objective to know how to apply this knowledge in both professional practice and personal life.",Exam,YES,Combined,Zvládnout základní ekonomické termíny. Orientovat se v problematice financování státu. Rozlišovat jednotlivé makroekonomické agreáty vč. vazeb mezi nimi.,"Consumer and producer behaviour
Market equilibrium
Offer of jobs and employment market
Unemployment
Surplus funds, free and public goods
Business cycle, economic growth
GDP
Inflation
State budget
Monetary policy
","","","","",Czech,"",A,N,N,"","","",N,N,"",0,"",Bc.,A,"",ZS,0,"","","",0,0,0
0192,KI,2024,Computational Geometry,Computational Geometry,A,A,A,K,"",2,NO,"","'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.' (100)",2220,"'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.' (100)",2220,"'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.' (100)",2220,"","","","","","","","","","","","","","",A,1,HOD/TYD,1,HOD/TYD,0,HOD/TYD,The course focuses on selected algorithms of computational geometry and their practical applications.,Pre-Exam Credit,NO,Combined,20-minute presentation of selected algorithm,"1.	Convex hull
2.	Triangulation
3.	Voronoi diagram
4.	Nearest neighbor search
5.	Range search
6.	Point location
7.	Line segment intersection
8.	Polygon intersection detection
9.	Polygon partitioning
10.	Simplifying polygons
11.	BSP tree and quadtree
12.	Finding the shortest route
13.	Minkowski sum
","","","","",Czech,"",A,N,N,"","","",A,A,"",0,"",Bc.,A,"",ZS,0,"","","",0,0,0
0200,KI,2024,Trends in IT,Trends in IT,A,A,N,K,"",2,NO,"","'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.'",2220,"","","","","","","'Mgr. Jiří Fišer, Ph.D.'","'Mgr. Jiří Fišer, Ph.D.' (100)",251,"","","","","","","","","","","",A,0,HOD/TYD,0,HOD/TYD,2,HOD/TYD,"Předmět reflektuje moderní trendy v oblasti informačních technologií, které mohou být jen částečně pokryty aktuální strukturou povinných a povinně volitelných předmětů. Jádrem předmětu jsou přednášky odborníků z praxe. Získané znalosti si mohou studenti prohloubit v rámci malých projektů, které navrhují a konzultují příslušní odborníci, kteří se podílejí i na jejich hodnocení.
Předmět by měl být zaměřen především na tyto širší oblasti (seznam je pouze orientační, některé trendy nelze v současnosti předvídat).
- Moderní architektura počítačů
- Zpracování dat a datová úložiště
- Vývoj softwaru
- Umělá inteligence
- Moderní počítačové sítě a internet
- Kyberbezpečnost
- Internet of Things
- Virtuální realita
",Pre-Exam Credit,NO,Combined,"Homework assignment, presentation","","","","","",Czech,"",A,N,N,"","","",A,A,"",0,"",Bc.,A,0,ZS,0,"","","",0,0,0
AVD,KI,2024,Data Analysis and Visualisation,Data Analysis and Visualisation,A,N,A,K,"",4,NO,"","'prof. Sergii Babichev, DSc.'","'prof. Sergii Babichev, DSc.' (100)",3416,"'prof. Sergii Babichev, DSc.', 'doc. RNDr. Zbyšek Posel, Ph.D.', 'RNDr. Jiří Škvor, Ph.D.'","'prof. Sergii Babichev, DSc.' (100), 'doc. RNDr. Zbyšek Posel, Ph.D.' (100), 'RNDr. Jiří Škvor, Ph.D.' (100)","3416, 3521, 2220","'prof. Sergii Babichev, DSc.', 'doc. RNDr. Zbyšek Posel, Ph.D.', 'RNDr. Jiří Škvor, Ph.D.'","'prof. Sergii Babichev, DSc.' (100), 'doc. RNDr. Zbyšek Posel, Ph.D.' (100), 'RNDr. Jiří Škvor, Ph.D.' (100)","3416, 3521, 2220","","","","","","","",KI/MSW,"","","'null',
'Popelka J., Synek V. Úvod do statistické analýzy dat. Ústí nad Labem, 2009. ISBN 978-80-7414-117-1.',
'Hlavač V., Sedláček M. Zpracování signálů a obrazů. Praha: ČVUT, 2007. ISBN 978-80-01-03110-0.',
'http://www.r-project.org',
'http://meloun.upce.cz/docs/books/ucebnice-sken.pdf',
'Kozák J. Úvod do analýzy ekonomických časových řad. Praha: VŠE, 1994. ISBN 80-707-9760-6.'","","","",N,2,HOD/TYD,2,HOD/TYD,0,HOD/TYD,"The course focuses on the presentation of information that are necessary to the basic and comprehensive evaluation of the data. Emphasis is placed on gaining the ability to visualize data by appropriate means. An integral part of the course is the practical application of theoretical knowledge on available data using appropriate software tools (typically R, Matlab, Excel).",Pre-Exam Credit,NO,Combined,"a) two homework assignments (corresponding instructions will be announced in class sufficiently in advance)
- 1. topic: data processing and statistical analysis (includes reproducible report and interactive visualization)
- 2. topic: signal and image processing
b) practical test (topics: regression analysis, component analysis and cluster analysis), where two tasks assigned and dealt with during last two lessons have to be passed
c) written test (topics: measurement theory, index analysis)","1. Introduction to measurement theory: estimation of measurement error, error propagation and uncertainties
2. Basic concepts of descriptive statistics: methods of data processing, frequency distribution (histogram, polygon)
3. The statistical analysis of univariate data: moment/ quantile measures of central tendency, variability, skewness and kurtosis
4. Statistical analysis of multivariate data: correlation, factor and cluster analysis
5. Regression analysis: linear and nonlinear regression models
6. Analysis of time series: graphical analysis, decomposition, autocorrelation, trend modeling
7. Index analysis: simple and composite individual indices, aggregate indexes 
8. Signal and image processing: filtering, transformation (Fourier, wavelets)
9. Summary of selected techniques of static and dynamic visualization","","","","",Czech,"",A,N,N,"","","",A,N,"",0,"",Bc.,A,"",LS,0,"","","",0,0,0
AVG,KI,2024,Applications of Computational Geometry,Applications of Computational Geometry,A,N,A,K,"",2,NO,"","'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.'",2220,"","","","","","","'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.' (100)",2220,"","","","","","","","","","","",N,0,HOD/TYD,0,HOD/TYD,2,HOD/TYD,"Předmět se zaměřuje na vybrané algoritmy výpočetní geometrie a jejich praktické aplikace. Témata probíraná v předmětu Pokročilé datové struktury a algoritmy jsou dále rozvíjena, navíc jsou představena nová témata. Pozornost je soustředěna na konkrétní zadání z praxe, v níž mohou být dané algoritmy s úspěchem využity. Při řešení úloh se uplatní volně dostupné nástroje a knihovny (typicky v R).",Pre-Exam Credit,NO,Combined,Seminární práce,"1. - 2. Konvexní obálka, Delaunayova triangulace, regulární triangulace, kvazi-triangulace a Voroného diagram
3. - 4. Hledání nejbližšího bodu, určení bodů v polygonální oblasti a lokalizace bodu
5. - 6. Průsečíky množiny úseček, určení průniků polygonálních oblastí, rozdělení polygonu a zjednodušení polygonu
7. - 8. BSP tree, quadtree/octree a R-tree
9. Nalezení nejkratší cesty, Minkowského suma a její uplatnění
","","","","",Czech,"",A,N,N,"","","",A,N,"",0,"",Mgr.,A,0,LS,0,"","","",0,0,0
A192,KI,2024,Computational Geometry,Computational Geometry,A,A,A,K,"",2,NO,"","'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.' (100)",2220,"'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.' (100)",2220,"'RNDr. Jiří Škvor, Ph.D.'","'RNDr. Jiří Škvor, Ph.D.' (100)",2220,"","","","","","","","","","","",KI/0192,"","",A,1,HOD/TYD,1,HOD/TYD,0,HOD/TYD,The course focuses on selected algorithms of computational geometry and their practical applications.,Pre-Exam Credit,NO,Combined,20-minute presentation of selected algorithm,"1.	Convex hull
2.	Triangulation
3.	Voronoi diagram
4.	Nearest neighbor search
5.	Range search
6.	Point location
7.	Line segment intersection
8.	Polygon intersection detection
9.	Polygon partitioning
10.	Simplifying polygons
11.	BSP tree and quadtree
12.	Finding the shortest route
13.	Minkowski sum
","","","","",English,"",A,N,N,"","","",N,A,"",0,"",Bc.,A,"",LS,0,"","","",0,0,0
BP,KI,2024,Bachelor Thesis,Bachelor Thesis,A,A,A,K,"",12,NO,"","'doc. RNDr. Mgr. Viktor Maškov, DrSc.'","'doc. RNDr. Mgr. Viktor Maškov, DrSc.' (100)",2239,"","","","","","","","","","","","","","",KI/XBP1,"","",KI/BP1,"","",N,0,HOD/TYD,0,HOD/TYD,0,HOD/TYD,This course is aimed to a control of a working at student's bachelor thesis.,Pre-Exam Credit,NO,Combined,Zadání záv. práce a postup činnosti na záv. práci podle požadavků vedoucího práce.,"","","","","",Czech,"",A,N,N,"","","",N,N,"",0,"",Bc.,A,"",LS,0,"","","",0,0,0
BPP,KI,2024,Bachelor Thesis,"Bachelor Thesis
",A,A,A,K,"",12,NO,"","","","","","","","","","","","","","","","'prof. Sergii Babichev, DSc.', 'Mgr. Kamil Balín', 'doc. Ing. Mgr. Jiří Barilla, CSc.', 'Ing. Mgr. Pavel Beránek', 'Mgr. Jiří Fišer, Ph.D.', 'Ing. Petr Haberzettl', 'RNDr. Jan Krejčí, Ph.D.', 'Ing. Pavel Kuba, Ph.D.', 'RNDr. Petr Kubera, Ph.D.', 'doc. RNDr. Mgr. Viktor Maškov, DrSc.', 'doc. RNDr. Zbyšek Posel, Ph.D.', 'PhDr. Jiří Přibyl, Ph.D.', 'Mgr. Květuše Sýkorová', 'RNDr. Jiří Škvára, Ph.D.', 'RNDr. Jiří Škvor, Ph.D.'","3416, 1165, 449, 6973, 251, 1780, 2776, 2317, 650, 2239, 3521, 267, 835, 6259, 2220","","","","","","","",A,0,HOD/TYD,0,HOD/TYD,0,HOD/TYD,"",Pre-Exam Credit,NO,Combined,"","","","","","",Czech,"",A,N,N,"","","",A,A,"",0,"",Bc.,A,0,LS,0,"","","",0,0,0
BP2O,KI,2024,Bachelor Thesis,Bachelor Thesis,A,A,A,K,"",6,NO,"","","","","","","","","","","","","","","","'prof. Sergii Babichev, DSc.', 'Mgr. Kamil Balín', 'doc. Ing. Mgr. Jiří Barilla, CSc.', 'Ing. Mgr. Pavel Beránek', 'Mgr. Jiří Fišer, Ph.D.', 'Ing. Petr Haberzettl', 'RNDr. Jan Krejčí, Ph.D.', 'Ing. Pavel Kuba, Ph.D.', 'RNDr. Petr Kubera, Ph.D.', 'doc. RNDr. Mgr. Viktor Maškov, DrSc.', 'doc. RNDr. Zbyšek Posel, Ph.D.', 'PhDr. Jiří Přibyl, Ph.D.', 'Mgr. Květuše Sýkorová', 'RNDr. Jiří Škvára, Ph.D.', 'RNDr. Jiří Škvor, Ph.D.'","3416, 1165, 449, 6973, 251, 1780, 2776, 2317, 650, 2239, 3521, 267, 835, 6259, 2220","","","","","","","",N,0,HOD/TYD,0,HOD/TYD,0,HOD/TYD,"Cílem kurzu je již vlastní práce na bakalářské práci. Úkoly nutné ke splnění tohoto předmětu určuje vedoucí bakalářské
práce a student je musí splnit pro zdárné splnění tohoto předmětu.
Vyžaduje se aktivní konzultace a spolupráce s vedoucím bakalářské práce a průběžné plnění jím zadaných úkolů.",Pre-Exam Credit,NO,Combined,"Zápočet uděluje vedoucí práce po splnění zadaných úkolů, např. po zhodnocení vykonané práce a získaných výsledků.","","","","","",Czech,"",A,N,N,"","","",A,A,"",0,"",Bc.,A,0,LS,0,"","","",0,0,0
DPP,KI,2024,Master´s Thesis,Master´s Thesis,A,N,A,K,"",15,NO,"","","","","","","","","","","","","","","","'prof. Sergii Babichev, DSc.', 'doc. Ing. Mgr. Jiří Barilla, CSc.', 'Ing. Mgr. Pavel Beránek', 'Mgr. Jiří Fišer, Ph.D.', 'RNDr. Jan Krejčí, Ph.D.', 'RNDr. Petr Kubera, Ph.D.', 'doc. RNDr. Mgr. Viktor Maškov, DrSc.', 'doc. RNDr. Zbyšek Posel, Ph.D.', 'Mgr. Květuše Sýkorová', 'RNDr. Jiří Škvára, Ph.D.', 'RNDr. Jiří Škvor, Ph.D.'","3416, 449, 6973, 251, 2776, 650, 2239, 3521, 835, 6259, 2220","","","","","","","",N,0,HOD/TYD,0,HOD/TYD,0,HOD/TYD,"",Pre-Exam Credit,NO,Combined,Zápočet uděluje vedoucí práce/konzultant po splnění úkolů uvedených v zadání diplomové práce,"","","","","",Czech,"",A,N,N,"","","",A,A,"",0,"",Mgr.,A,0,LS,0,"","","",0,0,0
DP2O,KI,2024,Master´s Thesis,Master´s Thesis,A,A,A,K,"",10,NO,"","","","","","","","","","","","","","","","'prof. Sergii Babichev, DSc.', 'Mgr. Kamil Balín', 'doc. Ing. Mgr. Jiří Barilla, CSc.', 'Ing. Mgr. Pavel Beránek', 'Mgr. Jiří Fišer, Ph.D.', 'Ing. Petr Haberzettl', 'RNDr. Jan Krejčí, Ph.D.', 'Ing. Pavel Kuba, Ph.D.', 'RNDr. Petr Kubera, Ph.D.', 'doc. RNDr. Mgr. Viktor Maškov, DrSc.', 'doc. RNDr. Zbyšek Posel, Ph.D.', 'PhDr. Jiří Přibyl, Ph.D.', 'Mgr. Květuše Sýkorová', 'RNDr. Jiří Škvára, Ph.D.', 'RNDr. Jiří Škvor, Ph.D.'","3416, 1165, 449, 6973, 251, 1780, 2776, 2317, 650, 2239, 3521, 267, 835, 6259, 2220","","","","","","","",N,0,HOD/TYD,0,HOD/TYD,0,HOD/TYD,"Cílem kurzu je vlastní práce na diplomové práci. Úkoly nutné ke splnění tohoto předmětu určuje vedoucí diplomové práce a student je musí splnit pro zdárné splnění tohoto předmětu.
Vyžaduje se aktivní konzultace a spolupráce s vedoucím diplomové práce a průběžné plnění jím zadaných úkolů.",Exam,NO,Combined,"Zápočet uděluje vedoucí práce po splnění zadaných úkolů, např. po zhodnocení vykonané práce a získaných výsledků.","","","","","",Czech,"",A,N,N,"","","",A,N,"",0,"",Mgr.,A,0,LS,0,"","","",0,0,0
DSA,KI,2024,Algorithms and Data Structures,Algorithms and Data Structures,A,N,A,K,"",5,NO,"",'doc. RNDr. Dr. Karel Oliva','doc. RNDr. Dr. Karel Oliva' (100),2240,"'doc. RNDr. Dr. Karel Oliva', 'Mgr. Květuše Sýkorová', 'RNDr. Jiří Škvor, Ph.D.'","'doc. RNDr. Dr. Karel Oliva' (100), 'Mgr. Květuše Sýkorová' (100), 'RNDr. Jiří Škvor, Ph.D.' (100)","2240, 835, 2220","'Mgr. Květuše Sýkorová', 'RNDr. Jiří Škvor, Ph.D.'","'Mgr. Květuše Sýkorová' (100), 'RNDr. Jiří Škvor, Ph.D.' (100)","835, 2220","","","","","","","","","",KI/DSY,"'Wróblewski, P. Algoritmy, datové struktury a programovací techniky. ComputerPress, Brno, 2004. ISBN 80-251-0343-9.',
'Sedgewick, R. Algoritmy v C. SoftPress, Praha, 2003. ISBN 80-86497-56-9.',
'D. E. Knuth. ""The Art of Computer Programming - Sorting and Searching"", Addison-Wesley, USA1998. ',
'Wirth, N. Algoritmy a štruktúry údajov. Alfa, Bratislava, 1989. ISBN 80-05-00153-3.',
'Keogh, J., Davidson, K. Datové struktury bez předchozích znalostí. ComputerPress, Brno, 2006. ISBN 80-251-0689-6.'","","","",N,2,HOD/TYD,2,HOD/TYD,0,HOD/TYD,"The course is targeted to the basic  data structures, especially is focussed on the 
list, queue, stack, linked list, hash table, index, searching tree structures and on the algorithms over this structures. Attention is paid not only to the formal description of above mentioned structures and algorithms, but also to its practical implementation.
",Exam,YES,Combined,"Credit requirements
- active participation in tutorials (attendance, only 3 absences are allowed)
- presentation of solution of chosen problems in C# and their explanation

The exam is oral and takes about 20-30 minutes. Theoretical knowledge and the ability to describe and analyze the selected algorithms (including determination of their properties) are examined.
","1. Terminology, time complexity, memory complexity
2. Basic data structures - array, list, stack, queue
3. Sorting algorithms O(n^2) - SelectSort, InsertSort, BubbleSort
4. Sorting algorithms O(n^k) - ShellSort, KnuthSort, HeapSort
5. Sorting algorithms O(n.log_k n) - QuickSort, MergeSort
6. Sorting algorithms O(k.n) - RadixSort, BucketSort
7. Searching algorithms - Brute Force, Binary Search, Interpolation Search
8. Indexing - Dense Index, Sparse Index, Multilevel Index
9. Hashing - Close Hash Table, Open Hash Table, Perfect Hash, Rehash
10. Tree structures - properties, Binary Tree, Binary Search Tree
11. Tree structures - Digi Tree, B-Tree
12. Balanced tree structures - AVL-tree, Red-Black tree
13. Special tree structures - Trie, Splay, Treap, Randomized BST","","","","",Czech,"",A,N,N,"","","",A,N,"",0,"",Bc.,A,"",LS,0,"","","",0,0,0
